shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
61574,18.47919,-69.89897,18,9417.396660174127
61574,18.48237,-69.89597,19,9890.978965223301
61574,18.48342,-69.89187,20,10339.31767599855
61574,18.48628,-69.88867,21,10802.380154428247
61574,18.48644,-69.88361,22,11337.064470895682
61574,18.48598,-69.87727,23,12008.570962919272
61574,18.48532,-69.87018,24,12760.910176360165
61574,18.48496,-69.86578,25,13227.306539339595
61574,18.48442,-69.85945,26,13898.49636961281
61574,18.48468,-69.85554,27,14312.440742448089
61574,18.48506,-69.84896,28,15008.637905568932
61575,18.48506,-69.84896,0,0.0
61575,18.48468,-69.85554,1,696.1971631208435
61575,18.48442,-69.85945,2,1110.1415359561215
61575,18.48496,-69.86578,3,1781.3313662293367
61575,18.48532,-69.87018,4,2247.7277292087674
61575,18.48598,-69.87727,5,3000.0669426496606
61575,18.48644,-69.88361,6,3671.5734346732497
61575,18.48628,-69.88867,7,4206.257751140685
61575,18.48342,-69.89187,8,4669.320229570381
61575,18.48237,-69.89597,9,5117.658940345631
61575,18.47919,-69.89897,10,5591.241245394805
61575,18.47701,-69.90367,11,6143.175316052802
61575,18.4754,-69.90706,12,6543.11376113724
61575,18.47625,-69.91346,13,7225.580664562469
61575,18.47261,-69.91912,14,7946.475274846307
61575,18.46888,-69.92354,15,8569.687525340705
61575,18.46728,-69.92668,16,8945.66267276369
61575,18.4655,-69.93022,17,9368.300380471628
61575,18.4639,-69.93358,18,9764.93034254777
61575,18.4627,-69.93613,19,10065.24341164995
61575,18.45966,-69.94176,20,10748.515903165506
61575,18.45874,-69.94447,21,11052.339628028392
61575,18.45771,-69.94764,22,11406.056927870843
61575,18.45633,-69.95108,23,11800.219546099252
61575,18.45461,-69.95453,24,12211.374232109229
61575,18.45315,-69.95774,25,12586.989082905115
61575,18.45324,-69.95779,26,12598.264295851346
61575,18.45377,-69.95652,27,12744.681407666067
61575,18.45385,-69.95619,28,12780.646661809238
61575,18.45432,-69.95513,29,12904.11020858778
61575,18.45469,-69.95439,30,12992.355322249292
61575,18.45487,-69.9545,31,13015.419386057009
61575,18.45407,-69.95629,32,13224.205087454815
61575,18.4539,-69.95658,33,13260.155568049813
61575,18.4538,-69.9568,34,13285.895679318462
61575,18.45309,-69.95849,35,13480.944357627595
61575,18.45286,-69.95901,36,13541.485327251372
61575,18.45271,-69.95952,37,13597.857737354934
61575,18.45184,-69.96149,38,13827.153019416495
61575,18.45176,-69.96145,39,13836.964305060625
61575,18.45168,-69.96146,40,13845.881936117366
61575,18.4497,-69.96848,41,14619.130759188207
61575,18.44951,-69.97414,42,15217.385276473302
61575,18.4513,-69.97975,43,15842.228910616075
61576,18.4698,-69.83022,0,0.0
61576,18.47666,-69.8285,1,780.734244433057
61576,18.48332,-69.82695,2,1535.8605284843943
61576,18.48926,-69.82548,3,2211.415948671929
61576,18.49551,-69.82387,4,2923.7922096331604
61576,18.49907,-69.82362,5,3318.71828269487
61576,18.50336,-69.82599,6,3855.4814433387946
61576,18.50948,-69.82942,7,4623.636059331358
61576,18.51471,-69.83226,8,5275.592293726862
61576,18.51927,-69.83481,9,5847.652620262757
61576,18.52452,-69.83772,10,6504.9902719375095
61576,18.52919,-69.84213,11,7200.696405978117
61576,18.5345,-69.84699,12,7980.921022869879
61576,18.54135,-69.85623,13,9216.467070281273
61576,18.54311,-69.86069,14,9726.045715331682
61576,18.54562,-69.8674,15,10486.986442877736
61576,18.54484,-69.87205,16,10985.442853329878
61576,18.54607,-69.87729,17,11555.160056601628
61576,18.54854,-69.88557,18,12471.064389906183
61576,18.54618,-69.89355,19,13353.108630930248
61576,18.5457,-69.90065,20,14104.566746367316
61577,18.5457,-69.90065,0,0.0
61577,18.54618,-69.89355,1,751.458115437068
61577,18.54854,-69.88557,2,1633.5023564611329
61577,18.54607,-69.87729,3,2549.4066897656885
61577,18.54484,-69.87205,4,3119.1238930374384
61577,18.54562,-69.8674,5,3617.58030348958
61577,18.54311,-69.86069,6,4378.521031035634
61577,18.54135,-69.85623,7,4888.0996760860435
61577,18.5345,-69.84699,8,6123.645723497437
61577,18.52919,-69.84213,9,6903.8703403892
61577,18.52452,-69.83772,10,7599.576474429807
61577,18.51927,-69.83481,11,8256.914126104559
61577,18.51471,-69.83226,12,8828.974452640454
61577,18.50948,-69.82942,13,9480.930687035958
61577,18.50336,-69.82599,14,10249.085303028522
61577,18.49907,-69.82362,15,10785.848463672446
61577,18.49551,-69.82387,16,11180.774536734156
61577,18.48926,-69.82548,17,11893.150797695387
61577,18.48332,-69.82695,18,12568.706217882922
61577,18.47666,-69.8285,19,13323.83250193426
61577,18.4698,-69.83022,20,14104.566746367316
61578,18.54551,-69.90039,0,0.0
61578,18.54727,-69.90703,1,727.5765229976387
61578,18.54608,-69.91378,2,1452.2707331613055
61578,18.54707,-69.92067,3,2187.8825419296627
61578,18.55174,-69.92545,4,2910.273995691212
61578,18.55467,-69.93178,5,3653.0700657863053
61578,18.55624,-69.93933,6,4468.836346645316
61578,18.55352,-69.94448,7,5090.3098172167665
61578,18.54794,-69.9513,8,6038.921772726462
61578,18.54101,-69.95415,9,6862.883816334768
61578,18.52205,-69.95147,10,8980.490877064003
61578,18.51104,-69.95724,11,10342.963508691057
61578,18.50744,-69.9611,12,10912.980736966303
61578,18.5092,-69.96642,13,11507.577064393845
61578,18.507,-69.97166,14,12112.120106687362
61578,18.50687,-69.97582,15,12551.644423414138
61578,18.50608,-69.97958,16,12958.209555412992
61578,18.50665,-69.98456,17,13487.861649930128
61578,18.50695,-69.98989,18,14051.679432047065
61578,18.50788,-69.9963,19,14736.344839712081
61578,18.50491,-70.00142,20,15369.106329262839
61579,18.50491,-70.00142,0,0.0
61579,18.50788,-69.9963,1,632.7614895507577
61579,18.50695,-69.98989,2,1317.4268972157734
61579,18.50665,-69.98456,3,1881.2446793327108
61579,18.50608,-69.97958,4,2410.896773849847
61579,18.50687,-69.97582,5,2817.4619058487006
61579,18.507,-69.97166,6,3256.986222575477
61579,18.5092,-69.96642,7,3861.529264868994
61579,18.50744,-69.9611,8,4456.125592296536
61579,18.51104,-69.95724,9,5026.142820571782
61579,18.52205,-69.95147,10,6388.615452198836
61579,18.54101,-69.95415,11,8506.22251292807
61579,18.54794,-69.9513,12,9330.184556536376
61579,18.55352,-69.94448,13,10278.796512046072
61579,18.55624,-69.93933,14,10900.269982617523
61579,18.55467,-69.93178,15,11716.036263476533
61579,18.55174,-69.92545,16,12458.832333571627
61579,18.54707,-69.92067,17,13181.223787333176
61579,18.54608,-69.91378,18,13916.835596101533
61579,18.54727,-69.90703,19,14641.5298062652
61579,18.54551,-69.90039,20,15369.106329262897
61580,18.4513,-69.97975,0,0.0
61580,18.45495,-69.98148,1,443.41024291410577
61580,18.45802,-69.98402,2,876.3666375508765
61580,18.46062,-69.99124,3,1691.4882844523527
61580,18.46564,-69.9946,4,2350.80053487455
61580,18.47227,-69.99426,5,3085.5255304684397
61580,18.47824,-69.99748,6,3828.701159988297
61580,18.48458,-69.9984,7,4537.14487400942
61580,18.48978,-69.99959,8,5126.273222420365
61580,18.49794,-69.99918,9,6030.5089680239325
61580,18.50491,-70.00142,10,6837.441608285182
61581,18.50303,-69.99917,0,0.0
61581,18.50015,-69.99908,1,318.91784757201094
61581,18.49794,-69.99918,2,563.7620827916544
61581,18.48978,-69.99959,3,1467.9978283952223
61581,18.48458,-69.9984,4,2057.1261768061668
61581,18.47824,-69.99748,5,2765.56989082729
61581,18.47201,-69.99438,6,3528.9252904708264
61581,18.46564,-69.9946,7,4234.376620931667
61581,18.46062,-69.99124,8,4893.688871353865
61581,18.45802,-69.98402,9,5708.810518255341
61581,18.45495,-69.98148,10,6141.766912892112
61581,18.4513,-69.97975,11,6585.177155806217
61582,18.47621,-69.92042,0,0.0
61582,18.48227,-69.92086,1,672.3645111747319
61583,18.48227,-69.92086,0,0.0
61583,18.47621,-69.92042,1,672.3645111747319
61583,18.47261,-69.91912,2,1093.826152398833
62352,18.46903,-69.92359,0,0.0
62352,18.47256,-69.92557,1,443.1676133526489
62352,18.47543,-69.92682,2,787.1782275971491
62352,18.47837,-69.9278,3,1128.6589105186285
62352,18.48259,-69.92906,4,1614.3400306451367
62352,18.4827,-69.93113,5,1833.2979968677973
62353,18.4827,-69.93113,0,0.0
62353,18.48259,-69.92906,1,218.95796622266062
62353,18.47837,-69.9278,2,704.6390863491688
62353,18.47543,-69.92682,3,1046.1197692706482
62353,18.47256,-69.92557,4,1390.1303835151484
62353,18.46889,-69.92354,5,1849.4599397419952
64038,18.47896,-69.9676,0,0.0
64038,18.48002,-69.96242,1,559.5254967865767
64038,18.48001,-69.96241,2,561.0553938088706
64038,18.4818,-69.95478,3,1390.8908295397414
64038,18.48237,-69.94615,4,2304.5161352525465
64038,18.48407,-69.94064,5,2916.108209699276
64038,18.4827,-69.93113,6,3931.8675158672268
64038,18.48227,-69.92086,7,5017.559154811082
64038,18.48186,-69.91417,8,5725.569293591776
64038,18.48156,-69.9064,9,6546.859345527715
64038,18.48743,-69.90439,10,7230.38523524988
64038,18.49308,-69.89952,11,8040.084861500072
64038,18.49579,-69.89569,12,8543.644285929739
64038,18.49974,-69.88988,13,9297.041132299113
64038,18.50382,-69.88408,14,10058.016812050715
64038,18.50719,-69.87929,15,10686.500756356865
64038,18.51081,-69.87011,16,11735.42690362013
64038,18.51024,-69.85991,17,12814.352823108551
64038,18.50544,-69.85587,18,13495.728944349103
64038,18.49902,-69.85292,19,14271.619865121087
64038,18.49281,-69.85066,20,14999.237146814936
64038,18.48506,-69.84896,21,15875.640406098333
64039,18.48506,-69.84896,0,0.0
64039,18.49281,-69.85066,1,876.4032592833973
64039,18.49902,-69.85292,2,1604.0205409772461
64039,18.50544,-69.85587,3,2379.9114617492305
64039,18.51024,-69.85991,4,3061.287582989782
64039,18.51044,-69.86539,5,3640.3778263514396
64039,18.51081,-69.87011,6,4140.470614016638
64039,18.50719,-69.87929,7,5189.396761279902
64039,18.50382,-69.88408,8,5817.8807055860525
64039,18.49974,-69.88988,9,6578.8563853376545
64039,18.49579,-69.89569,10,7332.253231707029
64039,18.49308,-69.89952,11,7835.812656136695
64039,18.48743,-69.90439,12,8645.512282386888
64039,18.48156,-69.9064,13,9329.038172109053
64039,18.48186,-69.91417,14,10150.328224044992
64039,18.48227,-69.92086,15,10858.338362825685
64039,18.4827,-69.93113,16,11944.03000176954
64039,18.48407,-69.94064,17,12959.789307937492
64039,18.48237,-69.94615,18,13571.381382384221
64039,18.4818,-69.95478,19,14485.006688097026
64039,18.48002,-69.96242,20,15315.604490387952
64039,18.47896,-69.9676,21,15875.129987174529
64040,18.52329,-70.04884,0,0.0
64040,18.52377,-70.03393,1,1575.2143412744626
64040,18.52106,-70.0218,2,2890.6622390011325
64040,18.5198,-70.01156,3,3980.860936326324
64043,18.47896,-69.9676,0,0.0
64043,18.47084,-69.97832,1,1445.5851847241865
64043,18.47524,-69.98245,2,2099.3912751192693
64043,18.47974,-69.99207,3,3230.9409026270732
64044,18.52329,-70.04884,0,0.0
64044,18.52377,-70.03393,1,1575.2143412744626
64044,18.5198,-70.01156,2,3977.770397071843
64045,18.4881,-69.99714,0,0.0
64045,18.47524,-69.98245,1,2105.5103885901626
64045,18.47084,-69.97832,2,2759.3164789852453
64045,18.47896,-69.9676,3,4204.901663709432
72045,18.46281,-69.95661,0,0.0
72045,18.46503,-69.94969,1,771.120445254026
72045,18.4669,-69.94441,2,1365.98282290739
72045,18.46934,-69.93735,3,2159.0751395422267
72045,18.47171,-69.9314,4,2840.070243540802
72045,18.4736,-69.92499,5,3548.6733281622874
72045,18.4759,-69.91843,6,4286.817072900594
72045,18.47863,-69.91046,7,5181.173297858331
72045,18.48151,-69.90189,8,6140.785996170831
72045,18.48449,-69.89474,9,6964.81393837824
72045,18.48721,-69.88665,10,7870.700481939712
72045,18.48931,-69.88016,11,8594.448575000395
72045,18.4919,-69.87418,12,9288.006862379378
72045,18.49407,-69.86834,13,9949.870490568806
72045,18.49736,-69.86141,14,10767.308865557308
72046,18.49154,-69.86969,0,0.0
72046,18.49154,-69.8697,1,1.0560768528375775
72046,18.48881,-69.87773,2,901.319511298323
72046,18.48657,-69.88459,3,1667.055086382199
72046,18.48525,-69.89018,4,2275.23196930869
72046,18.4835,-69.89584,5,2903.5965757031227
72046,18.48226,-69.89976,6,3339.757262130617
72046,18.48063,-69.90614,7,4037.3096559887053
72046,18.47863,-69.91278,8,4772.703428543988
72046,18.47757,-69.91678,9,5211.1566083896905
72046,18.47555,-69.92315,10,5920.11541757267
72046,18.47405,-69.92849,11,6508.0451094901655
72046,18.47285,-69.93275,12,6977.176541717374
72046,18.47141,-69.937,13,7453.517300769454
72046,18.46974,-69.94294,14,8107.5668957974995
72046,18.46717,-69.95117,15,9022.195262183785
72165,18.44526,-69.94943,0,0.0
72165,18.47896,-69.9676,1,4194.891270832857
72165,18.47277,-69.95266,2,5915.14215484506
72165,18.46391,-69.93358,3,8156.351971694501
72165,18.48259,-69.92906,4,10278.361923476215
72165,18.47625,-69.91346,5,12069.178185996367
72165,18.49579,-69.89569,6,14932.700187528157
72165,18.50382,-69.88408,7,16447.02273842867
72165,18.48534,-69.87743,8,18609.7016616466
72165,18.4644,-69.90981,9,22741.019575956045
